"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"104456901",8185.1465381037,2.8364665382698,0.133607970038486,21.2297704804044,5.07095709628397e-100,1.43092267342941e-95
"104419701",55134.2100378646,7.0037845608234,0.416834236291916,16.8023256034049,2.34660144401146e-63,3.31081997735577e-59
"104419595",25194.4707398351,6.74183764169095,0.405717772849504,16.6170626303614,5.24397520718035e-62,4.93248307987384e-58
"104419594",2098.68855377813,6.8576915860316,0.413403591423283,16.5883696424157,8.45854578051585e-62,5.96708112086491e-58
"104416098",924.542531895393,7.14270358365662,0.431645118773636,16.5476296916088,1.66531287860607e-61,9.39835976170121e-58
"104415098",1295.75671021855,6.85720973004864,0.418527711833564,16.3841235267488,2.48322571602226e-60,1.16786105424527e-56
"104437963",26146.7808168642,-2.38770294262624,0.150685308681071,-15.8456253202485,1.50714279143112e-56,6.07550789837191e-53
"104418805",1602.76846021441,7.84507997964601,0.50977069437024,15.3894291419354,1.92725050115563e-53,6.7978943302012e-50
"104433195",152.982992719724,3.01009694886633,0.203402540765087,14.7987185290018,1.49299979771182e-49,4.68105203242581e-46
"104452899",1336.68894857916,2.08630271109089,0.142472071757024,14.6435907428153,1.48038942253154e-48,4.1773628724995e-45
"104448174",4109.6518990585,5.84979603987812,0.404618183889534,14.4575707983386,2.2458517109873e-47,5.76122214369452e-44
"104425144",1404.51758545839,4.47444933563439,0.316846734511186,14.1218098477086,2.78739564695853e-45,6.55456086382297e-42
"104419591",277.48682821273,6.52258049569425,0.469338960100947,13.897377056214,6.57053852442781e-44,1.42621120063311e-40
"104440058",319.682820236751,-2.58692199585618,0.189528275939889,-13.6492667546696,2.03920057529314e-42,4.11015441668727e-39
"104419586",545.825504219634,4.51051336046108,0.357621709230392,12.6125267120046,1.80124125191091e-36,3.3884950430948e-33
"104421231",578.915931910058,-2.9261345131117,0.232320551727508,-12.5952460570247,2.24259513906642e-36,3.95509685213601e-33
"104421489",1105.4169244947,-2.35085302498288,0.190029672618418,-12.3709786613348,3.75221503598763e-35,6.22823552267641e-32
"104431443",261.633556104877,-3.44643626726749,0.281237887277905,-12.254523388102,1.58880689588836e-34,2.49071961045432e-31
"104419638",721.734323118689,4.21137252659094,0.348279502689229,12.0919333296188,1.16512252472867e-33,1.73039091593651e-30
"104422825",642.112056369869,6.51384030021518,0.54114421414966,12.0371614994551,2.26619714631041e-33,3.19737755372935e-30
"104436385",6034.94361388889,-1.9988742083606,0.167242670080581,-11.9519391038035,6.34277955659826e-33,8.5228835013376e-30
"104414515",760.436630919529,3.57002098754674,0.299811359837933,11.9075574370383,1.08097545214741e-32,1.38649842312253e-29
"104435951",261.923161058027,-2.80989774595089,0.236519636754121,-11.8801879814824,1.50029589319847e-32,1.84066737018584e-29
"104449496",256.228719403138,-2.80151323727351,0.236178528797977,-11.8618455772916,1.86811386099402e-32,2.19643487206371e-29
"104417839",1307.7148894967,2.03032653464992,0.172444463685719,11.7737994671154,5.32700862991792e-32,6.01270118076095e-29
"104415857",421.935375304694,-2.91119585833015,0.247852866701945,-11.745661436432,7.43385698600985e-32,8.06802217043176e-29
"104448502",1309.60719268712,2.5075484423091,0.215468790934552,11.6376410311355,2.65250725751033e-31,2.77216480712691e-28
"104452953",2496.3024657689,1.82819050822497,0.157228037558118,11.6276367537132,2.98240262832119e-31,3.00562276307027e-28
"104414441",525.97427144396,-2.46003695704491,0.213953298285325,-11.4980090363657,1.34993380560934e-30,1.28618943800273e-27
"104456304",128.07052225074,-4.79084806302689,0.416707874778088,-11.4968983141444,1.36741381884195e-30,1.28618943800273e-27
"104448824",3837.93642291011,3.7829239596123,0.339845088787997,11.1313186049076,8.83192374720386e-29,8.03932981608382e-26
"104419699",16628.8672775718,7.94753048661212,0.721509861897301,11.0151377081847,3.23042249297909e-28,2.84862693459012e-25
"104449677",7810.55875235592,2.37853323176109,0.218957056773697,10.8630124409255,1.72948051151528e-27,1.47886306284661e-24
"104450392",2707.3465844933,-2.21691786165957,0.204313162328342,-10.8505875803384,1.98147416652025e-27,1.64450700090789e-24
"104441607",109.17049128999,-2.96865387673166,0.277221142558395,-10.7086128039687,9.27410191284767e-27,7.47704593647816e-24
"104457372",1095.0373682986,2.34249439563943,0.21902844965261,10.6949320937747,1.07498368134499e-26,8.4260804222758e-24
"104454713",132.124611307784,-2.56226429348456,0.240439191939434,-10.6566000027566,1.62427259483736e-26,1.23874929948975e-23
"104447807",972.943211870404,1.53858540633682,0.144560448013078,10.643197551502,1.87579396417724e-26,1.39292510739877e-23
"104431967",281.283792941025,5.31279292700458,0.503928284492686,10.5427559644783,5.48670258699352e-26,3.96984034871239e-23
"104418642",1104.91503114548,-2.65603719891476,0.252963318927046,-10.4996930392139,8.66614716861918e-26,6.1135335201024e-23
"104419661",518.799885796601,-2.23023480596596,0.213882377426455,-10.4273892632077,1.85926643170155e-25,1.27962878462815e-22
"104432634",3923.91783336086,2.44984465809942,0.235848935639965,10.3873466778719,2.83119672858123e-25,1.90215974493108e-22
"104440895",200.61684937947,6.46986914364965,0.623606153635416,10.3749283196333,3.22454284342865e-25,2.11604999897371e-22
"104419291",1116.61561344266,-2.04755662557908,0.199021915515311,-10.2880962645622,7.97372441083601e-25,5.1136944414766e-22
"104434196",225.176384629837,-2.11624214618351,0.206291800975524,-10.2584888792289,1.08389573325723e-24,6.79674884467832e-22
"104433317",4785.8430749785,1.83746741737093,0.179672734223127,10.2267460074886,1.5049120471509e-24,9.23165394489217e-22
"104419937",306.764626568169,-2.72752985855684,0.2671367437025,-10.2102384746981,1.78425766001229e-24,1.07123792872823e-21
"104438213",1193.3791615211,1.73921645349691,0.170778309923542,10.1840594058787,2.33608032456076e-24,1.37332322080115e-21
"104419423",264.395015553865,-2.37982573304193,0.233936945037876,-10.1729366973507,2.61891350288615e-24,1.50817349437636e-21
"104433770",2635.14809867759,-3.01087066207872,0.297290118828985,-10.1277185866064,4.16247758299251e-24,2.34913584873765e-21
"104443788",2691.37434289931,-1.10185464629649,0.108975233507666,-10.1110556117228,4.93496464153308e-24,2.73048690695648e-21
"104453450",514.36930153936,3.25269959156472,0.322531740964511,10.0848976346877,6.44323076222589e-24,3.43986232041445e-21
"104431778",158.768480002347,5.81906793482952,0.577023489763663,10.0846292015129,6.46086551073661e-24,3.43986232041445e-21
"104416100",14162.0471542834,3.33684860551622,0.33127873207524,10.0726315408571,7.29983190026412e-24,3.81456771410469e-21
"104419505",300.400324676344,3.6389811345466,0.363231037428459,10.0183650612823,1.26579454155625e-23,6.49421643156985e-21
"104456070",678.608170977491,4.4581786172292,0.445972420946059,9.99653433226181,1.57823929617528e-23,7.95263508204894e-21
"104441626",1243.53425576144,1.10004984436098,0.110581363889837,9.94787734266755,2.57619398291193e-23,1.2753516106984e-20
"104433228",630.356765556611,-4.10672250985376,0.414897271886359,-9.89816705996226,4.23974026262776e-23,2.06270673673845e-20
"104415855",328.645095270781,-2.95750927540249,0.299260480090383,-9.88272582637459,4.94686245739053e-23,2.36594177665502e-20
"104414842",394.170210189286,-3.19615981254608,0.323827957886603,-9.86993165570128,5.62028912247694e-23,2.64322197430091e-20
"104426362",523.25267032424,2.96654195394894,0.302188608140288,9.81685567899286,9.52687676090734e-23,4.4070394826112e-20
"104425392",709.804673938636,-2.25033910931199,0.230874169623119,-9.7470371544182,1.89930586747629e-22,8.64429241426546e-20
"104450363",99.1112114904199,2.93982994038359,0.301731313583123,9.74320465937885,1.97234267253587e-22,8.83421675136779e-20
